"REGION"|"WBAN_ID"|"STATION_NAME"|"STATE_PROVINCE"|"COUNTY"|"COUNTRY"|"EXTENDED_NAME"|"CALL_SIGN"|"STATION_TYPE"|"DATE_ASSIGNED"|"BEGIN_DATE"|"COMMENTS"|"LOCATION"|"ELEV_OTHER"|"ELEV_GROUND"|"ELEV_RUNWAY"|"ELEV_BAROMETRIC"|"ELEV_STATION"|"ELEV_UPPER_AIR"
"148/048"|"04877"|"CHARLOTTE"|"MI"||"US"|"FITCH H BEACH AP"|"FPK"|"AWOS"||||||||||
"148/048"|"04878"|"GRAYLING"|"MI"||"US"|"GRAYLING AAF AP"|"GOV"|"AWOS"||||||||||
"148/048"|"04879"|"CHICAGO"|"IL"||"US"|"LANSING MUNI AP"|"IGQ"|"AWOS"||||||||||
"148/048"|"04880"|"KANKAKEE"|"IL"||"US"|"GREATER KANKAKEE AP"|"IKK"|"AWOS"||||||||||
"148/048"|"04881"|"MANISTIQUE"|"MI"||"US"|"SCHOOLCRAFT CO AP"|"ISQ"|"AWOS"||||||||||
"148/048"|"04882"|"HILLSDALE"|"MI"||"US"|"HILLSDALE MUNI AP"|"JYM"|"AWOS"||||||||||
"148/048"|"04883"|"LUDINGTON"|"MI"||"US"|"MASON COUNTY AP"|"LDM"|"AWOS"||||||||||
"148/048"|"04884"|"HARBOR SPRINGS"|"MI"||"US"|"HARBOR SPRINGS AP"|"MGN"|"AWOS"||||||||||
"148/048"|"04885"|"MOUNT PLEASANT"|"MI"||"US"|"MOUNT PLEASANT MUNI AP"|"MOP"|"AWOS"||||||||||
"148/048"|"04886"|"COLDWATER"|"MI"||"US"|"BRANCH CO MEM AP"|"OEB"|"AWOS"||||||||||
"148/048"|"04887"|"HOWELL"|"MI"||"US"|"LIVINGSTON CO AP"|"OZW"|"AWOS"||||||||||
"148/048"|"04888"|"PORT HURON"|"MI"||"US"|"ST CLAIR CO INTL AP"|"PHN"|"AWOS"||||||||||
"148/048"|"04889"|"PONTIAC"|"IL"||"US"|"PONTIAC MUNI AP"|"PNT"|"AWOS"||||||||||
"148/048"|"04890"|"ROCHELLE"|"IL"||"US"|"ROCHELLE MUNI-KORITE FIELD AP"|"RPJ"|"AWOS"||||||||||
"148/048"|"04891"|"MERRILL"|"WI"||"US"|"MERRILL MUNI AP"|"RRL"|"AWOS"||||||||||
"148/048"|"04892"|"BEAVER ISLAND"|"MI"||"US"|"BEAVER ISLAND AP"|"SJX"|"AWOS"||||||||||
"148/048"|"04893"|"CHEBOYGAN"|"MI"||"US"|"CHEBOYGAN CO AP"|"SLH"|"AWOS"||||||||||
"148/048"|"04894"|"STERLING/ROCKFALLS"|"IL"||"US"|"WHITESIDE CO-JOS H BITTORF FLD AP"|"SQI"|"AWOS"||||||||||
"148/048"|"04895"|"STEVENS POINT"|"WI"||"US"|"STEVENS POINT MUNI AP"|"STE"|"AWOS"||||||||||
"148/048"|"04896"|"RANTOUL"|"IL"||"US"|"NATL AVN CNTR - F ELLIOTT FLD AP"|"TIP"|"AWOS"||||||||||
"148/048"|"04897"|"WAUKESHA"|"WI"||"US"|"WAUKESHA CO AP"|"UES"|"AWOS"||||||||||
"148/048"|"04898"|"JUNEAU"|"WI"||"US"|"DODGE COUNTY AP"|"UNU"|"AWOS"||||||||||
"148/048"|"04899"|"PERU"|"IL"||"US"|"ILL VLY RGNL-WALTER A DUNCAN FLD"|"VYS"|"AWOS"||||||||||
"149/049"|"04901"|"AURORA"|"NE"||"US"|"AURORA MUNICIPAL AP"|"AUH"|"AWOS"||||||||||
"149/049"|"04902"|"AUSTIN"|"MN"||"US"|"AUSTIN MUNICIPAL AP"|"AUM"|"AWOS"||||||||||
"149/049"|"04903"|"WASHINGTON"|"IA"||"US"|"WASHINGTON MUNI AP"|"AWG"|"AWOS"||||||||||
"149/049"|"04904"|"ALGONA"|"IA"||"US"|"ALGONA MUNICIPAL AP"|"AXA"|"AWOS"||||||||||
"149/049"|"04905"|"SILVER BAY"|"MN"||"US"|"SILVER BAY MUNI AP"|"BFW"|"AWOS"||||||||||
"149/049"|"04906"|"BOONE"|"IA"||"US"|"BOONE MUNICIPAL AP"|"BNW"|"AWOS"||||||||||
"149/049"|"04907"|"CLARION"|"IA"||"US"|"CLARION MUNI AP"|"CAV"|"AWOS"||||||||||
"149/049"|"04908"|"COUNCIL BLUFFS"|"IA"||"US"|"COUNCIL BLUFFS MUNI AP"|"CBF"|"AWOS"||||||||||
"149/049"|"04909"|"CAMBRIDGE"|"MN"||"US"|"CAMBRIDGE MUNI AP"|"CBG"|"AWOS"||||||||||
"149/049"|"04910"|"CARROLL"|"IA"||"US"|"ARTHUR N NEU AP"|"CIN"|"AWOS"||||||||||
"149/049"|"04911"|"GRAND MARAIS"|"MN"||"US"|"GRAND MARAIS/COOK CO AP"|"CKC"|"AWOS"||||||||||
"149/049"|"04912"|"CROOKSTON"|"MN"||"US"|"CROOKSTON MUNI KIRKWOOD FLD AP"|"CKN"|"AWOS"||||||||||
"149/049"|"04913"|"CHARITON"|"IA"||"US"|"CHARITON MUNI AP"|"CNC"|"AWOS"||||||||||
"149/049"|"04914"|"CLOQUET"|"MN"||"US"|"CLOQUET CARLTON CO AP"|"COQ"|"AWOS"||||||||||
"149/049"|"04915"|"CRESTON"|"IA"||"US"|"CRESTON MUNI AP"|"CSQ"|"AWOS"||||||||||
"149/049"|"04916"|"DECORAH"|"IA"||"US"|"DECORAH MUNI AP"|"DEH"|"AWOS"||||||||||
"149/049"|"04917"|"DENISON"|"IA"||"US"|"DENISON MUNI AP"|"DNS"|"AWOS"||||||||||
"149/049"|"04918"|"MADISON"|"MN"||"US"|"MADISON-LAC QUI PARLE CO AP"|"DXX"|"AWOS"||||||||||
"149/049"|"04919"|"DULUTH"|"MN"||"US"|"SKY HARBOR AP"|"DYT"|"AWOS"||||||||||
"149/049"|"04920"|"WEBSTER"|"IA"||"US"|"WEBSTER CITY MUNI AP"|"EBS"|"AWOS"||||||||||
"149/049"|"04921"|"KEOKUK"|"IA"||"US"|"KEOKUK MUNI AP"|"EOK"|"AWOS"||||||||||
"149/049"|"04922"|"WHEATON"|"MN"||"US"|"WHEATON MUNI AP"|"ETH"|"AWOS"||||||||||
"149/049"|"04923"|"EVELETH MUNI AP"|"MN"||"US"|"EVELETH-VIRGINIA MUNI AP"|"EVM"|"AWOS"||||||||||
"149/049"|"04924"|"FREMONT"|"NE"||"US"|"FREMONT MUNI AP"|"FET"|"AWOS"||||||||||
"149/049"|"04925"|"FAIRFIELD"|"IA"||"US"|"FAIRFIELD MUNI AP"|"FFL"|"AWOS"||||||||||
"149/049"|"04926"|"FLAG ISLAND"|"MN"||"US"|"FLAG ISLAND AP"|"FGN"|"AWOS"||||||||||
"149/049"|"04927"|"PRESTON"|"MN"||"US"|"FILLMORE CO AP"|"FKA"|"AWOS"||||||||||
"149/049"|"04928"|"BIGFORK"|"MN"||"US"|"BIGFORK MUNICIPAL AP"|"FOZ"|"AWOS"||||||||||
"149/049"|"04929"|"FOSSTON"|"MN"||"US"|"FOSSTON MUNI AP"|"FSE"|"AWOS"||||||||||
"149/049"|"04930"|"FT MADISON"|"IA"||"US"|"FT MADISON MUNI AP"|"FSW"|"AWOS"||||||||||
"149/049"|"04931"|"GLENWOOD"|"MN"||"US"|"GLENWOOD MUNI AP"|"GHW"|"AWOS"||||||||||
"149/049"|"04932"|"GLENCOE"|"MN"||"US"|"GLENCOE MUNI AP"|"GYL"|"AWOS"||||||||||
"149/049"|"04933"|"HUTCHINSON"|"MN"||"US"|"HUTCHINSON MUNI-BUTLER FLD AP"|"HCD"|"AWOS"||||||||||
"149/049"|"04934"|"HALLOCK"|"MN"||"US"|"HALLOCK MUNI AP"|"HCO"|"AWOS"||||||||||
"149/049"|"04935"|"HOLDREGE"|"NE"||"US"|"BREWSTER FLD AP"|"HDE"|"AWOS"||||||||||
"149/049"|"04936"|"HARLAN"|"IA"||"US"|"HARLAN MUNI AP"|"HNR"|"AWOS"||||||||||
"149/049"|"04937"|"CLARINDA"|"IA"||"US"|"SCHENCK FLD AP"|"ICL"|"AWOS"||||||||||
"149/049"|"04938"|"ANKENY"|"IA"||"US"|"ANKENY RGNL AP"|"IKV"|"AWOS"||||||||||
"149/049"|"04939"|"MOORHEAD"|"MN"||"US"|"MOORHEAD MUNI AP"|"JKJ"|"AWOS"||||||||||
"149/049"|"04940"|"MORA"|"MN"||"US"|"MORA MUNI AP"|"JMR"|"AWOS"||||||||||
"149/049"|"04941"|"LITCHFIELD"|"MN"||"US"|"LITCHFIELD MUNI AP"|"LJF"|"AWOS"||||||||||
"149/049"|"04942"|"LE MARS"|"IA"||"US"|"LE MARS MUNI AP"|"LRJ"|"AWOS"||||||||||
"149/049"|"04943"|"MINNEAPOLIS"|"MN"||"US"|"AIRLAKE AP"|"LVN"|"AWOS"||||||||||
"149/049"|"04944"|"LITTLE FALLS"|"MN"||"US"|"MORRISON CO AP"|"LXL"|"AWOS"||||||||||
"149/049"|"04945"|"MAPLE LAKE"|"MN"||"US"|"MAPLE LAKE MUNI AP"|"MGG"|"AWOS"||||||||||
"149/049"|"04946"|"JACKSON"|"MN"||"US"|"JACKSON MUNI AP"|"MJQ"|"AWOS"||||||||||
"149/049"|"04947"|"MOUNT PLEASANT"|"IA"||"US"|"MOUNT PLEASANT MUNI AP"|"MPZ"|"AWOS"||||||||||
"149/049"|"04948"|"MORRIS"|"MN"||"US"|"MORRIS MUNI AP"|"MOX"|"AWOS"||||||||||
"149/049"|"04949"|"MACOMB"|"IL"||"US"|"MACOMB MUNI AP"|"MQB"|"AWOS"||||||||||
"149/049"|"04950"|"MUSCATINE"|"IA"||"US"|"MUSCATINE MUNI AP"|"MUT"|"AWOS"||||||||||
"149/049"|"04951"|"MONTEVIDEO"|"MN"||"US"|"MONTEVIDEO CHIPPEWA CO AP"|"MVE"|"AWOS"||||||||||
"149/049"|"04952"|"WINDOM"|"MN"||"US"|"WINDOM MUNI AP"|"MWM"|"AWOS"||||||||||
"149/049"|"04953"|"MONTICELLO"|"IA"||"US"|"MONTICELLO MUNI AP"|"MXO"|"AWOS"||||||||||
"149/049"|"04954"|"MOOSE LAKE"|"MN"||"US"|"MOOSE LAKE CARLTON CO AP"|"MZH"|"AWOS"||||||||||
"149/049"|"04955"|"OELWEIN"|"IA"||"US"|"OELWEIN MUNI AP"|"OLZ"|"AWOS"||||||||||
"149/049"|"04956"|"WINONA"|"MN"||"US"|"WINONA MUNI - MAX CONRAD FLD AP"|"OMH"|"AWOS"||||||||||
"149/049"|"04957"|"O'NEILL"|"NE"||"US"|"O'NEILL MUNI - JOHN L BAKER FLD AP"|"ONL"|"AWOS"||||||||||
"149/049"|"04958"|"ORR"|"MN"||"US"|"ORR REGIONAL AP"|"ORB"|"AWOS"||||||||||
"149/049"|"04959"|"ORANGE CITY"|"IA"||"US"|"ORANGE CITY MUNI AP"|"ORC"|"AWOS"||||||||||
"149/049"|"04960"|"OLIVIA"|"MN"||"US"|"OLIVIA REGIONAL AP"|"OVL"|"AWOS"||||||||||
"149/049"|"04961"|"OWATONNA"|"MN"||"US"|"OWATONNA DEGNER RGNL AP"|"OWA"|"AWOS"||||||||||
"149/049"|"04962"|"KNOXVILLE"|"IA"||"US"|"KNOXVILLE MUNI AP"|"OXV"|"AWOS"||||||||||
"149/049"|"04963"|"PRAIRIE DU CHIEN"|"WI"||"US"|"PRAIRIE DU CHIEN MUNI AP"|"PDC"|"AWOS"||||||||||
"149/049"|"04964"|"PELLA"|"IA"||"US"|"PELLA MUNI AP"|"PEA"|"AWOS"||||||||||
"149/049"|"04965"|"PIPESTONE"|"MN"||"US"|"PIPESTONE MUNI AP"|"PQN"|"AWOS"||||||||||
"149/049"|"04966"|"RED OAK"|"IA"||"US"|"RED OAK MUNI AP"|"RDK"|"AWOS"||||||||||
"149/049"|"04967"|"RED WING"|"MN"||"US"|"RED WING RGNL AP"|"RGK"|"AWOS"||||||||||
"149/049"|"04968"|"NEW RICHMOND"|"WI"||"US"|"NEW RICHMOND MUNI AP"|"RNH"|"AWOS"||||||||||
"149/049"|"04969"|"RUSH CITY"|"MN"||"US"|"RUSH CITY RGNL AP"|"ROS"|"AWOS"||||||||||
"149/049"|"04970"|"ROSEAU"|"MN"||"US"|"ROSEAU MUNI/RUDY BILLBERG FLD AP"|"ROX"|"AWOS"||||||||||
"149/049"|"04971"|"WARROAD"|"MN"||"US"|"WARROAD INTL-SWEDE CARLSON FLD"|"RRT"|"AWOS"||||||||||
"149/049"|"04972"|"SIREN"|"WI"||"US"|"BURNETT COUNTY AP"|"RZN"|"AWOS"||||||||||
"149/049"|"04973"|"SHENANDOAH"|"IA"||"US"|"SHENANDOAH MUNI AP"|"SDA"|"AWOS"||||||||||
"149/049"|"04974"|"SOUTH ST PAUL"|"MN"||"US"|"ST PAUL MUNI-RICHARD E FLEMMING"|"SGS"|"AWOS"||||||||||
"149/049"|"04975"|"SHELDON"|"IA"||"US"|"SHELDON MUNI AP"|"SHL"|"AWOS"||||||||||
"149/049"|"04976"|"STORM LAKE"|"IA"||"US"|"STORM LAKE MUNI AP"|"SLB"|"AWOS"||||||||||
"149/049"|"04977"|"NEWTON"|"IA"||"US"|"NEWTON MUNI AP"|"TNU"|"AWOS"||||||||||
"149/049"|"04978"|"DODGE CENTER"|"MN"||"US"|"DODGE CENTER AP"|"TOB"|"AWOS"||||||||||
"149/049"|"04979"|"TWO HARBORS"|"MN"||"US"|"RICHARD B HELGESON AP"|"TWM"|"AWOS"||||||||||
"149/049"|"04980"|"NEW ULM"|"MN"||"US"|"NEW ULM MUNI AP"|"ULM"|"AWOS"||||||||||
"149/049"|"04981"|"VINTON"|"IA"||"US"|"VINTON VETERANS MEM ARPK AP"|"VTI"|"AWOS"||||||||||
"149/049"|"04982"|"ORTHONVILLE"|"MN"||"US"|"ORTHONVILLE MUNI-MARTINSON AP"|"VVV"|"AWOS"||||||||||
"149/049"|"04983"|"WASKISH"|"MN"||"US"|"WASKISH MUNI AP"|"VWU"|"AWOS"||||||||||
"149/049"|"04984"|"LONGVILLE"|"MN"||"US"|"LONGVILLE MUNI AP"|"XVG"|"AWOS"||||||||||
"149/049"|"04985"|"CARMAN"|"MANITOBA"||"CANADA"|"CARMAN U OF M"|"CWNK"|"AWOS TASK"||||||||||
"149/049"|"04986"|"DEERWOOD RCS"|"MANITOBA"||"CANADA"||"CXDW "|"AWOS TASK"||||||||||
"149/049"|"04987"|"MORDEN CDA CS"|"MANITOBA"||"CANADA"||"CXMD"|||||||||||
"149/049"|"04988"|"WINNIPEG THE FORKS"|"MANITOBA"||"CANADA"||"CXWN"|"AWOS TASK"||||||||||
"149/049"|"04989"|"INDEPENDENCE MUNI AP"|"IA"|"BUCHANAN"|"US"|"AP"|"IIB"|"FAA/AWOS-3"|"8/16/2002"|"8/16/2002"||"42*27'12""N 91*56'51""W"|"978 FT"|||||
"149/049"|"04990"|"SIOUX FALLS 14 NNE"|"SD"||"US"|"(EROS DATA CENTER)"||"USCRN"|||"GOES ID# 0111B8"|||||||
"149/049"|"04991"|"LA CROSSE"|"WI"||"US"|"MUNICIPAL APT"||"WBAS"|||"(FOR POR PRIOR TO 12/14/1950) CDMP"|||||||
"149/049"|"04992"|"OMAHA"|"NE"||"US"|"MILLARD AP"|"MLE"|"AWOS"||||||||||
"149/049"|"04993"|"NEBRASKA CITY MUNI AP"|"NE"||"US"|"MUNICIPAL AP"|"AFK"|"AWOS"||||||||||
"149/049"|"04994"|"GOODRIDGE 12 NNW"|"MN"||"US"|"AGASSIZ NATL WILDLIFE REFUTE"||"USCRN"|||"GOES ID# CD0321D6"|||||||
"149/049"|"04995"|"MENOMONIE"|"WI"||"US"|"MENOMONIE MUNICIPAL SCORE FIELD AP"|"W11/LUM"|"AWOS"|||"W11 CHANGED TO LUM"|||||||
"149/049"|"04996"|"SAVANNA"|"IL"||"US"|"TRI-TOWNSHIP AIRPORT"|"SFY"|"AWOS"||||||||||
"149/049"|"04997"|"MCGREGOR"|"MN"||"US"|"ISEDOR IVERSON AP"|"17Y/HZX"|"AWOS"|||"17Y CHANGED TO HZX"|||||||
"149/049"|"04998"|"HEBRON"|"NE"||"US"|"HEBRON MUNI AP"|"HJH"|"AWOS"||||||||||
"149/049"|"04999"|"GRANITE FALLS"|"MN"||"US"|"MUNICIPAL AP - LENZEN-ROE MEMORIAL FIELD"|"1G2"|"AWOS"||||||||||
"100"|"10001"|"ACCRA"|"GOLD COAST"||"AFRICA"|||"AAB"||||||||||
"100"|"10002"|"CAPE PALMAS"|||"LIBERIA"|||||||||||||
"100"|"10003"|"SANOKOLE"|||"LIBERIA"|||"U/A"||||||||||
"100"|"10004"|"GREENVILLE"|||"LIBERIA"|||"U/A"||||||||||
"101"|"10101"|"FISHERMANS LAKE"|||"LIBERIA"|||||||||||||
"101"|"10102"|"MARSHALL"|||"LIBERIA"|"ROBERTS FIELD"||||||||||||
"101"|"10103"|"MONROVIA"|||"LIBERIA"|"CAMP RAMROD"||"U/A"||||||||||
"105"|"10501"|"CAYENNE"|||"FR. GUIANA"|"ROCHAMBEAU"||||||||||||
"105"|"10502"|"GEORGETOWN"|||"BRITISH GUIANA"|"ATKINSON AFB"||||||||||||
"105"|"10503"|"PARDMARIBO"|||"SURINAM"|"ZANDERY FIELD"||||||||||||
"105"|"10504"|"AMPA"|||"BRAZIL"|||"AAB"||||||||||
"105"|"10505"|"CLEVELANDIA"|||"BRAZIL"|"OYAPOCK APT"||||||||||||
"105"|"10506"|"MACAPA"|||"BRAZIL"|"MACAPA FLD"||||||||||||
"105"|"10507"|"AMPA"|||"BRAZIL"|||"NAS"||||||||||
"105"|"10508"|"ATKINSON FLD"|||"BRITISH GUIANA"|||"NAS"||||||||||
"105"|"10509"|"ZANDERY FIELD"|||"SURINAM"|||"NAS"||||||||||
"105"|"10510"|"CAYENNE"|||"FR. GUIANA"|"GALLION FLD"||||||||||||
"107"|"10701"|"BALBOA"|||"CANAL ZONE"|"ALBROOK FLD"||||||||||||
"107"|"10702"|"CHAME"|||"PANAMA"|||||||||||||
"107"|"10703"|"REY ISLAND"|||"PANAMA"|||||||||||||
"107"|"10704"|"JAQUE"|||"PANAMA"|||||||||||||
"107"|"10705"|"COCOLI"|||"CANAL ZONE"|"HOWARD"||||||||||||
"107"|"10706"|"CRISTOBAL"|||"CANAL ZONE"|"FRANCE AFB"||||||||||||
"107"|"10707"|"LACHORRERA"|||"PANAMA"|||||||||||||
"107"|"10708"|"PACORA"|||"PANAMA"|"LA JOYA"||||||||||||
"107"|"10709"|"MADDEN DAM"|||"PANAMA"|"MADDEN FIELD"||||||||||||
"107"|"10710"|"MADINGA"|||"PANAMA"|||||||||||||
"107"|"10711"|"GATUN LAKE"|||"CANAL ZONE"|||||||||||||
"107"|"10712"|"FORT CLAYTON"|||"CANAL ZONE"|||||||||||||
"107"|"10713"|"SAN JOES ISLAND"|||"PANAMA"|||||||||||||
"107"|"10714"|"DARIEN"|||"CANAL ZONE"|||||||||||||
"107"|"10715"|"COCO SOLO"|||"CANAL ZONE"|||||||||||||
"107"|"10716"|"BALBOA"|||"CANAL ZONE"|||"FWC"||||||||||
"107"|"10717"|"BOGOTA"|||"COLUMBIA"|||||||||||||
"107"|"10718"|"FT KOBBE"|||"CANAL ZONE"|"HOWARD FLD"||||||||||||
"107"|"10719"|"FORT SHERMAN"|||"PANAMA/CANAL ZONE"|" "||||||||||||
"107"|"10720"|"BMCZ"|||"PANAMA/CANAL ZONE"|||||||||||||
"107"|"10721"|"BALBOA WEST RANGE"|||"CANAL ZONE"|" "||||||||||||
"108"|"10801"|"SIZAOLA"|||"COSTA RICA"|||||||||||||
"108"|"10802"|"POCRI"|||"PANAMA"|"AUX AFLD"||||||||||||
"108"|"10803"|"RIO HATO"|||"PANAMA"|||||||||||||
"108"|"10804"|"DAVID"|||"PANAMA"|||"AAB"||||||||||
"108"|"10805"|"AGUADULCE "|||"PANAMA"|||||||||||||
"108"|"10806"|"SAN JOSE"|||"COSTA RICA"|||||||||||||
"108"|"10807"|"PARRITA"|||"COSTA RICA"|||||||||||||
"108"|"10808"|"COCLE DEL NORTE"|||"PANAMA"|||||||||||||
"108"|"10809"|"SAN JOSE/JUAN SANTAMARIA"|||"COSTA RICA"|||||||"1000N 8413W"|"920 MT"|||||
"111"|"11101"|"DAKAR "|||"SENEGAL"|"EKNES FIELD"||||||||||||
"111"|"11102"|"DJABEL BISSA"|||"PORTUGESE GUINEA"|||||||||||||
"111"|"11103"|"DAKAR "|||"SENEGAL"|"MALLARD FLD"||||||||||||
"115"|"11501"|"CHRIST CHURCH"|||"BARBADOS"|"SEAWELL FLD"||||||||||||
"115"|"11502"|"BRIDGETOWN"|||"BARBADOS, BWI"|||"2ND ORDER"||||||||||
"115"|"11503"|"HARP"|||"BARBADOS"|"SEAWELL APT"||||||||||||
"115"|"11504"|"RAGGED PT"|||"BARBADOS"|"ST. PHILLIPS PARISH"||"AIR SAMPLE STN"||||||||||
"116"|"11601"|"ST LUCIA"|||"BWI"|"BEANE AFB"||||||||||||
"116"|"11602"|"ST CROIX"|||"VIRGIN ISLANDS"|"BENEDICT FIELD"||"AFB"||||||||||
"116"|"11603"|"AGUADILLA "|||"PUERTO RICO"|"RAMEY AFB"||"AWOS"|"12/7/2006"||"AWOS/CHANGED 12/7/06"|||||||
"116"|"11604"|"ST JOHNS"|||"ANTIGUA"|"COOLIDGE FLD"||||||||||||
"116"|"11605"|"EDINBURGH"|"TRINIDAD"||"BWI"|||||||||||||
"116"|"11606"|"WILLEMSTAD"|"CURACAO"||"NWI"|"HATO FIELD"||||||||||||
"116"|"11607"|"PONCE"|||"PUERTO RICO"|"LOSEY FIELD"||||||||||||
"116"|"11608"|"SAN JUAN"|||"PUERTO RICO"|||||||||||||
"116"|"11609"|"VEGA BAJA"|||"PUERTO RICO"|||||||||||||
"116"|"11610"|"TRINIDAD"|||"BWI"|"WALLER AFB"||||||||||||
"116"|"11611"|"MAYAGUEZ"|||"PUERTO RICO"|||||||||||||
"116"|"11612"|"CAYEY"|||"PUERTO RICO"|||||||||||||
"116"|"11613"|"ARECIBO"|||"PUERTO RICO"|||"AAF"||||||||||
"116"|"11614"|"TRINIDAD"|||"BWI"|"GALERA POINT"||||||||||||
"116"|"11615"|"CIUDAD"|||"TRUJILLO"|"GENL ANDREWS APT"||||||||||||
"116"|"11616"|"CULEBRA"|||"PANAMA"|||"NAS"||||||||||
"116"|"11617"|"EDINBURGH"|"TRINIDAD"||"BWI"|||"NAS"||||||||||
"116"|"11618"|"SAN JUAN"|||"PUERTO RICO"|||"NAS"||||||||||
"116"|"11619"|"ST LUCIA"|||"BWI"|||"NAS"||||||||||
"116"|"11620"|"ST THOMAS"|||"VIRGIN ISLANDS"|||"NAS"||||||||||
"116"|"11621"|"TRINIDAD"|||"BWI"|||"NAS"||||||||||
"116"|"11622"|"BASSETERRE"|"ST KITTS"||"BWI"|||"2ND ORDER"||||||||||
"116"|"11623"|"VOID"|||||||||"WAS BELIZE BR HONDURAS WB 2ND ORDER"|||||||
"116"|"11624"|"ST CROIX"|||"VIRGIN ISLANDS"|"BENEDICT FIELD/HENRY E. ROHLSEN AP"|"STX/TISX"|"WBO/FAA/ASOS"|"8/8/2000"|"8/8/2000"|"CHRISTIANSTED; STX / FAA/ASOS (8/8/2000) / NAMED CHANGED TO HENRY E. ROHLSEN AP "|"17*42'14""N 64*47'56""W"|" "||"61 FT"|||
"116"|"11625"|"CASTRIES"|"ST LUCIA"||"BWI"|"HAMILTON FIELD"||"WB STX 2ND ORDER"||||||||||
"116"|"11626"|"CHARLOTTE AMALIE"|||"VIRGIN ISLANDS"|||"WB 2ND ORDER"||||||||||
"116"|"11627"|"CIUDAD"|"TRUJILLO"||"DOMINICAN REPUBLIC"|||"2ND ORDER"||||||||||
"116"|"11628"|"ROSEAU"|"DOMINICA"||"BWI"|||"WB 2ND ORDER"||||||||||
"116"|"11629"|"SANTO DOMINGO"|||"DOMINICAN REPUBLIC"|||"NAS"||||||||||
"116"|"11630"|"ROOSEVELT ROADS"|||"PUERTO RICO"|||"NAS"||||||||||
"116"|"11631"|"SAN JUAN"|||"PUERTO RICO"|||"WBO"||||||||||
"116"|"11632"|"PORT OF SPAIN"|"TRINIDAD"||"BWI"|||"WBO"||||||||||
"116"|"11633"|"PONCE"|||"PUERTO RICO"|"LOSEY FIELD"||"WBO"||||||||||
"116"|"11634"|"TRINIDAD"|||"BWI"|"PIARCO FLD"||||||||||||
"116"|"11635"|"TRINIDAD"|||"BWI"|"CARLSEN FLD"||||||||||||
"116"|"11636"|"SAN JUAN"|||"PUERTO RICO"|||"WBAS"||||||||||
"116"|"11637"|"PONCE"|||"PUERTO RICO"|"SANTA ISABEL APT"||"WBO"||||||||||
"116"|"11638"|"VIEQUES ISLAND"|||"PUERTO RICO"|||||||||||||
"116"|"11639"|"VIEQUES ISLAND"|||"PUERTO RICO"|"FASRON"||"121"||||||||||
"116"|"11640"|"ST THOMAS"|||"VIRGIN ISLANDS"|"TRUMAN FIELD"||"WB"||||||||||
"116"|"11641"|"SAN JUAN"|||"PUERTO RICO"|"ISLA VERDE APT"|"SJU"|"NWS"||||"18*26'29""N 66*00'08""W"||||||
"116"|"11642"|"GUADELOUPE"|||"FR. WEST INDIES"|||"WB"||||||||||
"116"|"11643"|"WILLEMSTAD"|"CURACAO"||"NWI"|"PLESMAN APT"||"WB"||||||||||
"116"|"11644"|"ST LUCIA"|||"BWI"|"AUX AFB"||||||||||||
"116"|"11645"|"ST MARTIN"|||"NETH ANT"|"JULIANA APT"||"WB"||||||||||
"116"|"11646"|"SABANA DELA MAR"|||"DOMINICAN REPUBLIC"|||||||||||||
"116"|"11647"|"ST JOHNS"|||"ANTIGUA"|||"AAFB"||||||||||
"116"|"11648"|"MONA ISLAND"|||"CARIBBEAN"|||||||||||||
"116"|"11649"|"VIEQUES ISLAND"|||"PUERTO RICO"|"WEA TEAM"||||||||||||
"116"|"11650"|"SAN ISLDRO "|||"DOMINICAN REPUBLIC"|||||||||||||
"116"|"11651"|"FAIRLEIGH"|"ST CROIX"||"VIRGIN ISLANDS"|"DICKINSON UNIT"||||||||||||
"116"|"11652"|"AVAILABLE"||||||" "||||||||||
"116"|"11653"|"MAYAGUEZ"|||"PUERTO RICO"||"(MAZ)"|"AWOS"||||||||||
"116"|"11654"|"ST CROIX"|||"US VIRGIN ISLANDS"|"AIR SAMPLE STN"||||||||||||
"116"|"11655"|"SAN JUAN"|"CAYEY"||"PUERTO RICO"|" "|"TJUA"|"NEXRAD"||||||||||
"116"|"11656"|"AGUADILLA BORINQUEN "|||"PUERTO RICO"|"RAFAEL HERNANDEZ AP"|"BQN/TJBQ"|"SAWRS"|"8/15/2005"|||||||||
"117"|"11701"|"PORT AU PRINCE"|||"HAITI"|"BOWEN FIELD"||||||||||||
"117"|"11702"|"CAP HAITIEN "|||"HAITI"|||||||||||||
"117"|"11703"|"ARUBA"|||"NWI"|"DAKOTA FIELD"||||||||||||
"117"|"11704"|"KINGSTON"|"JAMAICA"||"BWI"|"VERNAM FLD"||||||||||||
"117"|"11705"|"BARRANQUILLA"|||"COLUMBIA"|"SOLEDAD APT"||||||||||||
"117"|"11706"|"GUANTANAMO BAY"|||"CUBA"|||"NAS"||||||||||
"117"|"11707"|"KINGSTON"|"JAMAICA"||"BWI"|||"NAS"||||||||||
"117"|"11708"|"NAVASSA ISLAND"||||||"NAS"||||||||||
"117"|"11709"|"PORT AU PRINCE"|||"HAITI"|||"NAS"||||||||||
"117"|"11710"|"PORT AU PRINCE"|||"HAITI"|||"WB 2ND ORDER"||||||||||
